table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021_preliminary_
6461,r001,All fields,All fields,,,1,31027.4,29753.2,31603.5,32298.4,34812.0,36599.8,38392.4,41100.5,43758.1,43924.2
6461,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,1732.6,1736.2,1965.5,1878.2,2113.1,2016.9,2122.3,2024.0,3387.9,3472.2
6461,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,1469.7,1501.7,1654.0,1621.1,1818.5,1736.0,1855.6,1746.1,3050.4,NA
6461,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,119.1,106.5,154.9,131.8,140.7,117.7,112.7,118.1,177.7,NA
6461,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,143.8,128.0,156.6,125.4,153.9,163.2,154.0,159.9,159.9,NA
6461,r006,All fields -> Engineering,All fields,Engineering,,2,7944.5,7540.7,8343.0,8289.7,9313.9,9521.8,10172.8,11661.4,10324.1,11366.7
6461,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1413.0,1433.2,1386.2,1356.4,1357.5,1442.2,1018.8,1128.2,1023.1,NA
6461,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,610.8,652.3,575.9,561.9,551.4,550.4,787.5,821.0,901.0,NA
6461,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,255.2,334.8,431.7,314.1,303.3,226.1,620.7,379.2,694.1,NA
6461,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,478.3,418.7,417.3,403.3,424.0,579.2,462.4,554.8,459.4,NA
6461,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,1025.9,903.9,992.4,669.0,835.2,877.7,771.6,751.2,675.3,NA
6461,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,215.7,401.7,374.1,198.1,251.3,325.9,387.7,526.7,407.3,NA
6461,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,513.1,528.2,536.0,467.0,696.1,634.6,551.5,619.7,423.4,NA
6461,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,3432.4,2867.8,3629.4,4320.0,4895.0,4885.7,5572.7,6880.6,5740.5,NA
6461,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,1625.6,1645.2,1612.9,1675.4,1685.4,1782.8,1571.1,1822.9,1872.5,1888.1
6461,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,516.9,547.6,530.9,516.5,516.6,563.5,288.2,310.5,345.4,NA
6461,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,224.1,215.4,143.2,210.6,129.3,141.3,44.6,38.8,44.2,NA
6461,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,319.1,331.1,365.3,294.2,331.3,389.7,359.1,387.1,476.0,NA
6461,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,565.5,551.1,573.5,654.2,708.2,688.3,879.2,1086.5,1007.0,NA
6461,r020,All fields -> Life sciences,All fields,Life sciences,,2,14990.3,14345.5,14931.8,15415.4,16468.4,17515.8,18818.3,19423.1,21720.0,21126.8
6461,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,462.3,440.7,490.5,766.1,717.0,769.3,728.4,810.9,730.8,NA
6461,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,7141.0,6669.3,7027.0,7081.3,7896.5,7982.4,8669.6,9124.6,9839.4,NA
6461,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,390.0,397.6,425.8,420.5,407.5,411.5,408.9,434.0,430.8,NA
6461,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,5550.5,5591.5,5721.1,5816.3,6021.3,6931.4,7149.6,7385.6,8722.2,NA
6461,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1446.5,1246.5,1267.4,1331.2,1426.0,1421.1,1861.8,1668.0,1996.8,NA
6461,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,1850.8,1849.7,1845.6,1889.5,1998.7,1864.1,1950.7,1909.2,1906.9,1331.0
6461,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,174.4,173.1,155.6,156.7,153.7,152.9,8.4,6.2,0.9,NA
6461,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,326.7,267.4,290.6,295.3,310.9,274.8,382.3,434.2,389.8,NA
6461,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,1140.3,1013.0,989.2,471.0,1138.7,1078.7,1023.4,875.3,1061.2,NA
6461,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,209.3,396.1,410.3,966.4,395.4,357.7,536.6,593.4,455.0,NA
6461,r031,All fields -> Psychology,All fields,Psychology,,2,998.8,919.2,930.5,995.0,1031.6,1053.9,1179.6,1387.5,1664.2,1627.1
6461,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,1.1,0.5,1.4,4.9,4.1,0.5,0.5,1.4,0.6,NA
6461,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,48.4,48.5,46.2,44.9,44.3,42.9,38.1,42.1,30.0,NA
6461,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,949.3,870.2,882.8,945.2,983.2,1010.6,1140.9,1343.9,1633.5,NA
6461,r035,All fields -> Social sciences,All fields,Social sciences,,2,743.1,863.4,1049.0,791.6,848.6,667.9,665.3,704.5,697.9,827.1
6461,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,3.4,2.3,2.4,1.7,2.1,3.1,3.7,2.3,1.1,NA
6461,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,289.0,274.6,286.1,289.5,320.4,237.8,229.9,209.2,163.8,NA
6461,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,2.6,2.1,1.3,3.6,1.0,5.4,1.8,3.9,7.9,NA
6461,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,116.0,112.8,126.9,101.5,173.2,154.8,119.2,187.4,132.5,NA
6461,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,332.2,471.7,632.2,395.2,352.0,266.7,310.7,301.7,392.6,NA
6461,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,1141.7,853.5,925.4,1363.7,1352.3,2176.5,1912.4,2168.0,2184.6,2285.0
