table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022_preliminary_
10293,r013,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0.05
10293,r014,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3,6,4,4,3,3,3,3,0,0
10293,r015,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1262,1447,1417,1542,1710,1707,1908,1808,1953,2152
10293,r016,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,131,201,142,170,220,110,96,111,109,149
10293,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,576,604,671,706,709,745,836,774,890,1033
10293,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,547,634,593,655,773,844,967,915,944,958
10293,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,8,8,11,10,8,7,9,8,10,12
10293,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,65107,63646,62251,42868,42212,45238,48489,56339,63487,68574
10293,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,2692,2808,2832,2871,2877,2996,3254,3466,3508,3703
10293,r022,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,na,NA,NA,NA,NA,NA,NA,2016,2427,2474
10293,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,24858,23316,23442,7260,7600,11194,12035,9243,10726,10454
10293,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,7817,7653,7306,6805,7631,7011,9293,10868,11440,12524
10293,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,15506,15457,14693,15195,14427,12561,11029,15072,16298,17984
10293,r026,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,na,na,na,na,na,na,na,4338,4393,4166
10293,r027,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,14234,14413,13978,10737,9676,11476,12877,11337,14696,17269
10293,r028,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,97,345,318,212,246,235,226,227,214,321
10293,r029,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,9861,11033,12295,12853,13187,16672,15164,12600,14593,16056
10293,r030,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,144,187,245,238,269,251,247,270,308,373
10293,r031,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,14,16,16,16,14,NA,NA,NA,NA,NA
10293,r032,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,45,73,108,92,133,104,144,142,146,1280
10293,r033,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,721,964,1047,1145,1284,1549,1461,1502,1552,1648
10293,r034,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,9,23,24,23,29,38,29,31,23,20
10293,r035,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,376,442,650,624,636,683,682,608,708,737
10293,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,3930,4394,4515,4806,4926,4324,5752,3987,4702,4633
10293,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2643,2981,3063,3082,3256,2726,3635,2326,2881,2641
10293,r038,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,994,1115,1239,1375,1420,1282,1789,1360,1471,1653
10293,r039,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,294,297,213,349,249,316,329,301,349,339
10293,r040,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,263,324,760,833,811,846,1110,1,455,521
10293,r041,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,na,na,na,na,na,0,36,51,31,53
10293,r042,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,4357,4610,4930,5077,5086,8878,5703,6008,6669,6790
10293,r043,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,29431,30564,29624,29663,31386,33219,35427,54910,73019,68013
10293,r044,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,3,3,3,3,2,1,2,2,5,4
10293,r045,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,0,0,76,83,83,83,83,92,107,111
10293,r046,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,365,364,364,334,324,334,338,338,338,350
10293,r047,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,1,1,2,2,3,3,7,0.05,11,11
10293,r048,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,NA,NA,NA,NA,NA,NA,281,18737,34041,26434
10293,r049,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,301,198,275,198,208,200,187,218,299,284
10293,r050,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,20,34,24,30,30,231,6,31,36,36
10293,r051,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,345,372,359,486,464,456,470,443,563,639
10293,r052,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,37,38,42,42,46,34,27,25,58,46
10293,r053,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,28341,29536,28462,28468,30209,31860,34009,35008,37545,40080
10293,r054,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,19,19,18,18,17,17,17,16,17,18
10293,r055,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,19,19,18,18,17,17,17,16,17,18
10293,r056,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,614,856,704,732,1026,1077,1069,936,566,668
10293,r057,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,22,25,26,22,22,18,23,5,10,7
10293,r058,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,NA,74,71,63,69,65,81,85,87,68
10293,r059,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,na,na,na,na,na,7,13,8,13,11
10293,r060,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,592,757,607,646,935,966,929,806,423,539
10293,r061,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,NA,NA,NA,NA,NA,1,2,10,3,6
10293,r062,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,NA,NA,NA,NA,NA,20,21,23,30,36
10293,r063,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,64,67,56,75,71,71,63,NA,NA,NA
10293,r064,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,705,745,813,865,864,754,804,827,876,1146
10293,r065,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,NA,NA,NA,NA,NA,5,5,0.05,5,4
10293,r066,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,NA,NA,16,18,18,21,21,21,9,12
10293,r067,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,31,48,50,73,73,77,73,73,70,78
10293,r068,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,13,14,13,22,29,25,24,29,40,43
10293,r069,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,18,18,28,34,23,8,15,11,14,14
10293,r070,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,NA,NA,32,32,24,24,24,26,23,23
10293,r071,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,636,649,666,677,688,593,640,665,691,947
10293,r072,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,7,15,8,9,10,1,1,1,23,25
10293,r073,All agencies -> Departments -> Department of the Interior -> Office of Surface Mining Reclamation and Enforcement,All agencies,Departments,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,,4,NA,NA,NA,NA,NA,1,1,1,0,0
10293,r074,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,110,161,57,69,24,20,20,24,11,13
10293,r075,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,11,11,11,11,10,6,7,8,0.05,0.05
10293,r076,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,30,10,13,13,2,3,1,5,4,5
10293,r077,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,69,140,33,45,12,11,12,11,8,8
10293,r078,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,15,12,13,8,3,3,3,3,3,3
10293,r079,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,8,6,5,3,1,1,1,1,1,1
10293,r080,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,4,4,3,1,2,2,2,2,2,2
10293,r081,All agencies -> Departments -> Department of Labor -> Pension Benefit Guaranty Corp.,All agencies,Departments,Department of Labor,Pension Benefit Guaranty Corp.,,4,3,3,4,4,0,0,NA,NA,NA,NA
10293,r082,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,1,NA,2,2,2,62,62,40,64,67
10293,r083,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,681,806,719,748,716,661,707,703,670,801
10293,r084,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,214,227,228,250,266,239,247,245,248,368
10293,r085,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,281,386,353,353,274,261,287,278,257,245
10293,r086,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,7,8,8,11,12,10,7,7,3,9
10293,r087,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,46,54,44,41,44,35,35,43,39,44
10293,r088,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,11,9,17,7,41,36,40,20,29,34
10293,r089,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,95,93,46,49,55,53,64,67,60,58
10293,r090,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,16,14,11,19,11,16,9,24,13,15
10293,r091,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,7,16,12,19,13,10,18,18,21,29
10293,r092,All agencies -> Departments -> Department of Transportation -> Research and Innovative Technology Administration,All agencies,Departments,Department of Transportation,Research and Innovative Technology Administration,,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
10293,r093,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,74,76,67,85,10,38,49,47,54,65
10293,r094,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,9,9,9,19,9,38,46,46,54,64
10293,r095,All agencies -> Departments -> Department of the Treasury -> Internal Revenue Service,All agencies,Departments,Department of the Treasury,Internal Revenue Service,,4,65,64,54,65,0,0,0,0,NA,NA
10293,r096,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,0.05,3,3,2,1,0,2,0.05,0.05,1
10293,r097,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,639,608,612,583,594,644,685,778,1475,1628
10293,r098,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10293,r099,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,NA,NA,NA,7,8,7,6,5,4,1
10293,r100,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,NA,NA,NA,NA,NA,NA,6,5,5,8
10293,r101,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,125,60,212,193,192,167,221,194,82,82
10293,r102,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,0.05,1,1,0.05,1,1,1,1,1,0.05
10293,r103,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,1,2,2,2,2,1,1,0.05,0.05,0.05
10293,r104,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,530,538,521,513,498,492,490,493,526,531
10293,r105,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,5,7,5,5,7,5,2,2,0,0
10293,r106,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,3,3,2,3,6,6,6,6,8,9
10293,r107,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,1,1,1,2,2,3,2,3,3,3
10293,r108,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,11331,11262,12360,12013,10616,10852,13338,10508,11133,12252
10293,r109,All agencies -> Other agencies -> National Archives and Records Administration,All agencies,Other agencies,National Archives and Records Administration,,,3,1,1,1,1,1,1,1,0.05,NA,NA
10293,r110,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5703,5666,5474,5468,5650,5664,5741,5793,5917,6711
10293,r111,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,85,91,71,86,67,78,75,70,77,79
10293,r112,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,74,94,244,354,1345,492,579,470,460,481
10293,r113,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,NA,NA,28,29,73,53,27,18,15,16
10293,r114,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,na,na,na,na,na,na,na,7,4,3
10293,r115,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,251,231,229,237,243,263,269,276,288,297
10293,r116,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,57,60,59,129,110,72,146,70,105,99
10293,r117,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,NA,NA,NA,NA,6,13,10,8,17,41
