table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10869,r001,All agencies,All agencies,,,,,1,130561,128753,115833,118975,129425,142424,167403,189614,190422,186448
10869,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10869,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2258,2341,2358,2418,2479,2637,2644,2898,3135,3487
10869,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,6,7,7,7,7,8,7,13,10,9
10869,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1122,1132,1144,1170,1201,1292,1424,1510,1651,1858
10869,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,40,40,40,39,39,39,40,42,45,49
10869,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,78,85,85,86,86,86,82,85,88,93
10869,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.05,1,0.05,0.05,0,0,0,0,0,0
10869,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,335,332,341,328,327,327,342,286,330,307
10869,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6,6,6,0.05,na,na,na,na,na,na
10869,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,9,9,9,9,9,9,9,9,11,11
10869,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,657,726,721,774,805,871,738,937,986,1145
10869,r013,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,13,16,16
10869,r014,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,6,4,4,3,4,4,3,0,0,0
10869,r015,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1375,1331,1351,1612,1439,1535,1622,1813,2011,2805
10869,r016,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,259,142,200,220,110,96,111,109,202,312
10869,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,602,634,629,716,686,712,735,885,862,1364
10869,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,504,544,511,668,634,719,768,812,936,1116
10869,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,10,12,11,8,9,8,8,7,11,13
10869,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,64980,61514,44749,44873,52973,58780,66695,70707,72352,88865
10869,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,2822,2816,2933,2895,3018,3321,3664,3606,3609,4191
10869,r022,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,NA,NA,NA,NA,NA,NA,2870,2852,2136,2562
10869,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,24210,22320,7322,8099,11203,15077,11683,12390,13898,15883
10869,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,7332,6764,6372,7531,8581,10275,10786,11921,12060,15518
10869,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,15567,15490,16644,15236,15446,15341,19114,16734,17488,22082
10869,r026,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,na,na,na,na,na,na,4386,5342,4951,8626
10869,r027,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,15048,14124,11477,11112,14725,14766,14191,17863,18210,20003
10869,r028,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,322,251,244,262,266,236,240,364,402,354
10869,r029,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,10526,11391,12209,12308,12832,14376,13453,13453,13697,15106
10869,r030,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,261,242,299,274,160,405,438,315,403,470
10869,r031,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,16,16,16,14,NA,NA,NA,NA,NA,NA
10869,r032,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,104,97,112,133,146,138,140,129,114,156
10869,r033,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,866,1079,1288,1441,1686,1696,2096,2114,1610,1762
10869,r034,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,28,25,30,31,38,26,22,30,36,43
10869,r035,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,426,524,609,605,662,659,679,691,559,938
10869,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,4417,4271,4568,4435,4057,5741,3984,4213,4011,4182
