table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020_preliminary_
3963,r001,All agencies,All agencies,,,,,1,4300.8,2470.5,1859.5,2243.9,2405.1,2228.1,3222.6,3844.0,5015.9,5713.6
3963,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3963,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,119.0,69.6,24.5,19.1,18.4,20.4,15.2,38.5,48.9,109.0
3963,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,102.0,58.1,15.0,9.7,8.5,5.3,5.7,22.8,39.3,107.0
3963,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,17.0,9.8,7.9,7.5,7.9,13.0,9.3,15.6,9.6,2.0
3963,r006,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0.0,1.7,1.6,1.9,2.0,2.0,0.2,na,na,na
3963,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,322.7,290.2,179.8,179.9,196.4,211.5,183.5,292.0,385.7,343.2
3963,r008,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
3963,r009,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,171.1,149.7,51.7,50.6,64.4,61.5,64.2,75.0,132.7,151.2
3963,r010,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,136.7,140.6,128.1,129.3,132.0,150.0,119.3,217.0,253.0,192.0
3963,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,131.9,138.7,87.1,137.1,150.3,167.8,919.6,394.7,353.3,331.2
3963,r012,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,115.6,135.7,67.8,111.3,118.8,122.3,161.2,179.1,205.1,203.0
3963,r013,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,0.0,0.0,0.0,0.0,0.0,5.0,719.9,0.0,0.0,0.0
3963,r014,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,16.4,1.5,18.3,19.2,23.8,28.9,29.7,38.3,126.3,117.2
